"quadrat_ID","habitat","species","abundance"
"13_3","Emergent","Cellana",1
"13_3","Emergent","Green_algae",0
"13_3","Emergent","Morula",0
"13_3","Emergent","Nerita",0
"13_3","Emergent","Patiriella",0
"13_3","Emergent","Pyura",0
"13_3","Emergent","Red_algae",0
"13_4","Rockpool","Actinia",0
"13_4","Rockpool","Austrocochlea",3
"13_4","Rockpool","Barnacles",0
"13_4","Rockpool","Bembicium",0
"13_4","Rockpool","Brown_algae",0
"13_4","Rockpool","Cellana",3
"13_4","Rockpool","Green_algae",0
"13_4","Rockpool","Morula",0
"13_4","Rockpool","Nerita",3
"13_4","Rockpool","Patiriella",0
"13_4","Rockpool","Pyura",0
"13_4","Rockpool","Red_algae",0
"13_5","Rockpool","Actinia",0
"13_5","Rockpool","Austrocochlea",12
"13_5","Rockpool","Barnacles",0
"13_5","Rockpool","Bembicium",0
"13_5","Rockpool","Brown_algae",0
"13_5","Rockpool","Cellana",0
"13_5","Rockpool","Green_algae",28
"13_5","Rockpool","Morula",0
"13_5","Rockpool","Nerita",25
"13_5","Rockpool","Patiriella",0
"13_5","Rockpool","Pyura",0
"13_5","Rockpool","Red_algae",0
"13_6","Emergent","Actinia",0
"13_6","Emergent","Austrocochlea",10
"13_6","Emergent","Barnacles",0
"13_6","Emergent","Bembicium",0
"13_6","Emergent","Brown_algae",0
"13_6","Emergent","Cellana",4
"13_6","Emergent","Green_algae",0
"13_6","Emergent","Morula",1
"13_6","Emergent","Nerita",3
"13_6","Emergent","Patiriella",0
"13_6","Emergent","Pyura",0
"13_6","Emergent","Red_algae",0
"14_1","Rockpool","Actinia",0
"14_1","Rockpool","Austrocochlea",2
"14_1","Rockpool","Barnacles",0
"14_1","Rockpool","Bembicium",2
"14_1","Rockpool","Brown_algae",0
"14_1","Rockpool","Cellana",1
"14_1","Rockpool","Green_algae",100
"14_1","Rockpool","Morula",0
"14_1","Rockpool","Nerita",12
"14_1","Rockpool","Patiriella",0
"14_1","Rockpool","Pyura",0
"14_1","Rockpool","Red_algae",0
"14_2","Rockpool","Actinia",0
"14_2","Rockpool","Austrocochlea",2
"14_2","Rockpool","Barnacles",0
"14_2","Rockpool","Bembicium",11
"14_2","Rockpool","Brown_algae",0
"14_2","Rockpool","Cellana",0
"14_2","Rockpool","Green_algae",0
"14_2","Rockpool","Morula",3
"14_2","Rockpool","Nerita",0
"14_2","Rockpool","Patiriella",1
"14_2","Rockpool","Pyura",0
"14_2","Rockpool","Red_algae",0
"14_3","Rockpool","Actinia",0
"14_3","Rockpool","Austrocochlea",2
"14_3","Rockpool","Barnacles",0
"14_3","Rockpool","Bembicium",3
"14_3","Rockpool","Brown_algae",0
"14_3","Rockpool","Cellana",8
"14_3","Rockpool","Green_algae",0
"14_3","Rockpool","Morula",0
"14_3","Rockpool","Nerita",7
"14_3","Rockpool","Patiriella",0
"14_3","Rockpool","Pyura",0
"14_3","Rockpool","Red_algae",0
"14_4","Emergent","Actinia",0
"14_4","Emergent","Austrocochlea",0
"14_4","Emergent","Barnacles",0
"14_4","Emergent","Bembicium",2
"14_4","Emergent","Brown_algae",0
"14_4","Emergent","Cellana",0
"14_4","Emergent","Green_algae",0
"14_4","Emergent","Morula",0
"14_4","Emergent","Nerita",0
"14_4","Emergent","Patiriella",0
"14_4","Emergent","Pyura",0
"14_4","Emergent","Red_algae",0
"14_5","Rockpool","Actinia",0
"14_5","Rockpool","Austrocochlea",6
"14_5","Rockpool","Barnacles",0
"14_5","Rockpool","Bembicium",2
"14_5","Rockpool","Brown_algae",0
"14_5","Rockpool","Cellana",12
"14_5","Rockpool","Green_algae",0
"14_5","Rockpool","Morula",1
"14_5","Rockpool","Nerita",24
"14_5","Rockpool","Patiriella",0
"14_5","Rockpool","Pyura",0
"14_5","Rockpool","Red_algae",0
"15_1","Emergent","Actinia",0
"15_1","Emergent","Austrocochlea",0
"15_1","Emergent","Barnacles",0
"15_1","Emergent","Bembicium",0
"15_1","Emergent","Brown_algae",0
"15_1","Emergent","Cellana",2
"15_1","Emergent","Green_algae",0
"15_1","Emergent","Morula",0
"15_1","Emergent","Nerita",6
"15_1","Emergent","Patiriella",0
"15_1","Emergent","Pyura",0
"15_1","Emergent","Red_algae",0
"15_2","Emergent","Actinia",0
"15_2","Emergent","Austrocochlea",0
"15_2","Emergent","Barnacles",0
"15_2","Emergent","Bembicium",0
"15_2","Emergent","Brown_algae",0
"15_2","Emergent","Cellana",1
"15_2","Emergent","Green_algae",0
"15_2","Emergent","Morula",0
"15_2","Emergent","Nerita",0
"15_2","Emergent","Patiriella",0
"15_2","Emergent","Pyura",0
"15_2","Emergent","Red_algae",0
"15_3","Emergent","Actinia",0
"15_3","Emergent","Austrocochlea",0
"15_3","Emergent","Barnacles",0
"15_3","Emergent","Bembicium",1
"15_3","Emergent","Brown_algae",0
"15_3","Emergent","Cellana",0
"15_3","Emergent","Green_algae",0
"15_3","Emergent","Morula",0
"15_3","Emergent","Nerita",2
"15_3","Emergent","Patiriella",0
"15_3","Emergent","Pyura",0
"15_3","Emergent","Red_algae",0
"15_4","Rockpool","Actinia",0
"15_4","Rockpool","Austrocochlea",0
"15_4","Rockpool","Barnacles",1
"15_4","Rockpool","Bembicium",1
"15_4","Rockpool","Brown_algae",0
"15_4","Rockpool","Cellana",2
"15_4","Rockpool","Green_algae",0
"15_4","Rockpool","Morula",0
"15_4","Rockpool","Nerita",8
"15_4","Rockpool","Patiriella",1
"15_4","Rockpool","Pyura",0
"15_4","Rockpool","Red_algae",0
"15_5","Emergent","Actinia",0
"15_5","Emergent","Austrocochlea",0
"15_5","Emergent","Barnacles",0
"15_5","Emergent","Bembicium",1
"15_5","Emergent","Brown_algae",0
"15_5","Emergent","Cellana",0
"15_5","Emergent","Green_algae",0
"15_5","Emergent","Morula",0
"15_5","Emergent","Nerita",0
"15_5","Emergent","Patiriella",0
"15_5","Emergent","Pyura",0
"15_5","Emergent","Red_algae",0
"16_1","Rockpool","Actinia",0
"16_1","Rockpool","Austrocochlea",4
"16_1","Rockpool","Barnacles",0
"16_1","Rockpool","Bembicium",0
"16_1","Rockpool","Brown_algae",20
"16_1","Rockpool","Cellana",8
"16_1","Rockpool","Green_algae",0
"16_1","Rockpool","Morula",0
"16_1","Rockpool","Nerita",0
"16_1","Rockpool","Patiriella",0
"16_1","Rockpool","Pyura",0
"16_1","Rockpool","Red_algae",0
"16_2","Emergent","Actinia",0
"16_2","Emergent","Austrocochlea",0
"16_2","Emergent","Barnacles",250
"16_2","Emergent","Bembicium",0
"16_2","Emergent","Brown_algae",0
"16_2","Emergent","Cellana",0
"16_2","Emergent","Green_algae",0
"16_2","Emergent","Morula",0
"16_2","Emergent","Nerita",1
"16_2","Emergent","Patiriella",0
"16_2","Emergent","Pyura",0
"16_2","Emergent","Red_algae",0
"16_3","Emergent","Actinia",0
"16_3","Emergent","Austrocochlea",0
"16_3","Emergent","Barnacles",0
"16_3","Emergent","Bembicium",0
"16_3","Emergent","Brown_algae",0
"16_3","Emergent","Cellana",1
"16_3","Emergent","Green_algae",0
"16_3","Emergent","Morula",0
"16_3","Emergent","Nerita",0
"16_3","Emergent","Patiriella",0
"16_3","Emergent","Pyura",0
"16_3","Emergent","Red_algae",0
"16_4","Rockpool","Actinia",0
"16_4","Rockpool","Austrocochlea",0
"16_4","Rockpool","Barnacles",0
"16_4","Rockpool","Bembicium",6
"16_4","Rockpool","Brown_algae",0
"16_4","Rockpool","Cellana",8
"16_4","Rockpool","Green_algae",0
"16_4","Rockpool","Morula",7
"16_4","Rockpool","Nerita",5
"16_4","Rockpool","Patiriella",0
"16_4","Rockpool","Pyura",0
"16_4","Rockpool","Red_algae",0
"16_5","Rockpool","Actinia",6
"16_5","Rockpool","Austrocochlea",1
"16_5","Rockpool","Barnacles",2
"16_5","Rockpool","Bembicium",0
"16_5","Rockpool","Brown_algae",80
"16_5","Rockpool","Cellana",8
"16_5","Rockpool","Green_algae",10
"16_5","Rockpool","Morula",6
"16_5","Rockpool","Nerita",8
"16_5","Rockpool","Patiriella",0
"16_5","Rockpool","Pyura",0
"16_5","Rockpool","Red_algae",0
"17_1","Rockpool","Actinia",0
"17_1","Rockpool","Austrocochlea",1
"17_1","Rockpool","Barnacles",0
"17_1","Rockpool","Bembicium",0
"17_1","Rockpool","Brown_algae",0
"17_1","Rockpool","Cellana",0
"17_1","Rockpool","Green_algae",0
"17_1","Rockpool","Morula",0
"17_1","Rockpool","Nerita",2
"17_1","Rockpool","Patiriella",0
"17_1","Rockpool","Pyura",0
"17_1","Rockpool","Red_algae",0
"17_2","Rockpool","Actinia",0
"17_2","Rockpool","Austrocochlea",2
"17_2","Rockpool","Barnacles",0
"17_2","Rockpool","Bembicium",0
"17_2","Rockpool","Brown_algae",0
"17_2","Rockpool","Cellana",0
"17_2","Rockpool","Green_algae",0
"17_2","Rockpool","Morula",0
"17_2","Rockpool","Nerita",0
"17_2","Rockpool","Patiriella",0
"17_2","Rockpool","Pyura",0
"17_2","Rockpool","Red_algae",0
"17_3","Rockpool","Actinia",0
"17_3","Rockpool","Austrocochlea",0
"17_3","Rockpool","Barnacles",0
"17_3","Rockpool","Bembicium",0
"17_3","Rockpool","Brown_algae",0
"17_3","Rockpool","Cellana",3
"17_3","Rockpool","Green_algae",12
"17_3","Rockpool","Morula",0
"17_3","Rockpool","Nerita",0
"17_3","Rockpool","Patiriella",1
"17_3","Rockpool","Pyura",0
"17_3","Rockpool","Red_algae",0
"17_4","Rockpool","Actinia",0
"17_4","Rockpool","Austrocochlea",6
"17_4","Rockpool","Barnacles",0
"17_4","Rockpool","Bembicium",0
"17_4","Rockpool","Brown_algae",0
"17_4","Rockpool","Cellana",0
"17_4","Rockpool","Green_algae",0
"17_4","Rockpool","Morula",0
"17_4","Rockpool","Nerita",0
"17_4","Rockpool","Patiriella",0
"17_4","Rockpool","Pyura",0
"17_4","Rockpool","Red_algae",0
"17_5","Emergent","Actinia",0
"17_5","Emergent","Austrocochlea",0
"17_5","Emergent","Barnacles",0
"17_5","Emergent","Bembicium",0
"17_5","Emergent","Brown_algae",0
"17_5","Emergent","Cellana",0
"17_5","Emergent","Green_algae",0
"17_5","Emergent","Morula",0
"17_5","Emergent","Nerita",3
"17_5","Emergent","Patiriella",0
"17_5","Emergent","Pyura",0
"17_5","Emergent","Red_algae",0
"18_1","Rockpool","Actinia",0
"18_1","Rockpool","Austrocochlea",1
"18_1","Rockpool","Barnacles",0
"18_1","Rockpool","Bembicium",0
"18_1","Rockpool","Brown_algae",0
"18_1","Rockpool","Cellana",14
"18_1","Rockpool","Green_algae",0
"18_1","Rockpool","Morula",0
"18_1","Rockpool","Nerita",0
"18_1","Rockpool","Patiriella",0
"18_1","Rockpool","Pyura",0
"18_1","Rockpool","Red_algae",0
"18_2","Emergent","Actinia",0
"18_2","Emergent","Austrocochlea",0
"18_2","Emergent","Barnacles",0
"18_2","Emergent","Bembicium",0
"18_2","Emergent","Brown_algae",0
"18_2","Emergent","Cellana",11
"18_2","Emergent","Green_algae",0
"18_2","Emergent","Morula",0
"18_2","Emergent","Nerita",4
"18_2","Emergent","Patiriella",0
"18_2","Emergent","Pyura",0
"18_2","Emergent","Red_algae",0
"18_3","Emergent","Actinia",0
"18_3","Emergent","Austrocochlea",0
"18_3","Emergent","Barnacles",100
"18_3","Emergent","Bembicium",0
"18_3","Emergent","Brown_algae",0
"18_3","Emergent","Cellana",0
"18_3","Emergent","Green_algae",0
"18_3","Emergent","Morula",0
"18_3","Emergent","Nerita",0
"18_3","Emergent","Patiriella",0
"18_3","Emergent","Pyura",0
"18_3","Emergent","Red_algae",0
"18_4","Emergent","Actinia",0
"18_4","Emergent","Austrocochlea",0
"18_4","Emergent","Barnacles",0
"18_4","Emergent","Bembicium",5
"18_4","Emergent","Brown_algae",0
"18_4","Emergent","Cellana",0
"18_4","Emergent","Green_algae",0
"18_4","Emergent","Morula",0
"18_4","Emergent","Nerita",4
"18_4","Emergent","Patiriella",0
"18_4","Emergent","Pyura",0
"18_4","Emergent","Red_algae",0
"18_5","Emergent","Actinia",0
"18_5","Emergent","Austrocochlea",0
"18_5","Emergent","Barnacles",10
"18_5","Emergent","Bembicium",1
"18_5","Emergent","Brown_algae",0
"18_5","Emergent","Cellana",0
"18_5","Emergent","Green_algae",0
"18_5","Emergent","Morula",0
"18_5","Emergent","Nerita",10
"18_5","Emergent","Patiriella",0
"18_5","Emergent","Pyura",0
"18_5","Emergent","Red_algae",0
"19_1","Rockpool","Actinia",0
"19_1","Rockpool","Austrocochlea",0
"19_1","Rockpool","Barnacles",0
"19_1","Rockpool","Bembicium",0
"19_1","Rockpool","Brown_algae",0
"19_1","Rockpool","Cellana",8
"19_1","Rockpool","Green_algae",0
"19_1","Rockpool","Morula",0
"19_1","Rockpool","Nerita",1
"19_1","Rockpool","Patiriella",0
"19_1","Rockpool","Pyura",0
"19_1","Rockpool","Red_algae",0
"19_2","Emergent","Actinia",0
"19_2","Emergent","Austrocochlea",0
"19_2","Emergent","Barnacles",0
"19_2","Emergent","Bembicium",0
"19_2","Emergent","Brown_algae",0
"19_2","Emergent","Cellana",15
"19_2","Emergent","Green_algae",0
"19_2","Emergent","Morula",0
"19_2","Emergent","Nerita",4
"19_2","Emergent","Patiriella",0
"19_2","Emergent","Pyura",0
"19_2","Emergent","Red_algae",0
"19_3","Emergent","Actinia",0
"19_3","Emergent","Austrocochlea",0
"19_3","Emergent","Barnacles",0
"19_3","Emergent","Bembicium",1
"19_3","Emergent","Brown_algae",0
"19_3","Emergent","Cellana",0
"19_3","Emergent","Green_algae",0
"19_3","Emergent","Morula",0
"19_3","Emergent","Nerita",3
"19_3","Emergent","Patiriella",0
"19_3","Emergent","Pyura",0
"19_3","Emergent","Red_algae",0
"19_4","Emergent","Actinia",0
"19_4","Emergent","Austrocochlea",0
"19_4","Emergent","Barnacles",0
"19_4","Emergent","Bembicium",1
"19_4","Emergent","Brown_algae",0
"19_4","Emergent","Cellana",0
"19_4","Emergent","Green_algae",0
"19_4","Emergent","Morula",0
"19_4","Emergent","Nerita",3
"19_4","Emergent","Patiriella",0
"19_4","Emergent","Pyura",0
"19_4","Emergent","Red_algae",0
"19_5","Emergent","Actinia",0
"19_5","Emergent","Austrocochlea",0
"19_5","Emergent","Barnacles",0
"19_5","Emergent","Bembicium",7
"19_5","Emergent","Brown_algae",0
"19_5","Emergent","Cellana",2
"19_5","Emergent","Green_algae",0
"19_5","Emergent","Morula",0
"19_5","Emergent","Nerita",3
"19_5","Emergent","Patiriella",0
"19_5","Emergent","Pyura",0
"19_5","Emergent","Red_algae",0
"19_6","Rockpool","Actinia",0
"19_6","Rockpool","Austrocochlea",1
"19_6","Rockpool","Barnacles",0
"19_6","Rockpool","Bembicium",1
"19_6","Rockpool","Brown_algae",0
"19_6","Rockpool","Cellana",18
"19_6","Rockpool","Green_algae",0
"19_6","Rockpool","Morula",0
"19_6","Rockpool","Nerita",1
"19_6","Rockpool","Patiriella",0
"19_6","Rockpool","Pyura",0
"19_6","Rockpool","Red_algae",0
"1_1","Rockpool","Actinia",0
"1_1","Rockpool","Austrocochlea",1
"1_1","Rockpool","Barnacles",0
"1_1","Rockpool","Bembicium",0
"1_1","Rockpool","Brown_algae",0
"1_1","Rockpool","Cellana",4
"1_1","Rockpool","Green_algae",5
"1_1","Rockpool","Morula",0
"1_1","Rockpool","Nerita",0
"1_1","Rockpool","Patiriella",1
"1_1","Rockpool","Pyura",0
"1_1","Rockpool","Red_algae",50
"1_2","Rockpool","Actinia",1
"1_2","Rockpool","Austrocochlea",0
"1_2","Rockpool","Barnacles",0
"1_2","Rockpool","Bembicium",0
"1_2","Rockpool","Brown_algae",10
"1_2","Rockpool","Cellana",0
"1_2","Rockpool","Green_algae",7
"1_2","Rockpool","Morula",0
"1_2","Rockpool","Nerita",0
"1_2","Rockpool","Patiriella",0
"1_2","Rockpool","Pyura",0
"1_2","Rockpool","Red_algae",15
"1_3","Rockpool","Actinia",0
"1_3","Rockpool","Austrocochlea",0
"1_3","Rockpool","Barnacles",0
"1_3","Rockpool","Bembicium",0
"1_3","Rockpool","Brown_algae",30
"1_3","Rockpool","Cellana",0
"1_3","Rockpool","Green_algae",5
"1_3","Rockpool","Morula",0
"1_3","Rockpool","Nerita",0
"1_3","Rockpool","Patiriella",7
"1_3","Rockpool","Pyura",0
"1_3","Rockpool","Red_algae",0
"1_4","Emergent","Actinia",0
"1_4","Emergent","Austrocochlea",1
"1_4","Emergent","Barnacles",0
"1_4","Emergent","Bembicium",0
"1_4","Emergent","Brown_algae",0
"1_4","Emergent","Cellana",3
"1_4","Emergent","Green_algae",1
"1_4","Emergent","Morula",0
"1_4","Emergent","Nerita",0
"1_4","Emergent","Patiriella",2
"1_4","Emergent","Pyura",0
"1_4","Emergent","Red_algae",0
"1_5","Emergent","Actinia",0
"1_5","Emergent","Austrocochlea",0
"1_5","Emergent","Barnacles",0
"1_5","Emergent","Bembicium",1
"1_5","Emergent","Brown_algae",0
"1_5","Emergent","Cellana",0
"1_5","Emergent","Green_algae",0
"1_5","Emergent","Morula",0
"1_5","Emergent","Nerita",0
"1_5","Emergent","Patiriella",0
"1_5","Emergent","Pyura",0
"1_5","Emergent","Red_algae",0
"1_6","Emergent","Actinia",0
"1_6","Emergent","Austrocochlea",0
"1_6","Emergent","Barnacles",30
"1_6","Emergent","Bembicium",0
"1_6","Emergent","Brown_algae",0
"1_6","Emergent","Cellana",0
"1_6","Emergent","Green_algae",0
"1_6","Emergent","Morula",1
"1_6","Emergent","Nerita",0
"1_6","Emergent","Patiriella",0
"1_6","Emergent","Pyura",0
"1_6","Emergent","Red_algae",0
"20_1","Rockpool","Actinia",0
"20_1","Rockpool","Austrocochlea",0
"20_1","Rockpool","Barnacles",0
"20_1","Rockpool","Bembicium",0
"20_1","Rockpool","Brown_algae",0
"20_1","Rockpool","Cellana",13
"20_1","Rockpool","Green_algae",0
"20_1","Rockpool","Morula",0
"20_1","Rockpool","Nerita",0
"20_1","Rockpool","Patiriella",0
"20_1","Rockpool","Pyura",0
"20_1","Rockpool","Red_algae",0
"20_2","Rockpool","Actinia",0
"20_2","Rockpool","Austrocochlea",9
"20_2","Rockpool","Barnacles",0
"20_2","Rockpool","Bembicium",0
"20_2","Rockpool","Brown_algae",5
"20_2","Rockpool","Cellana",0
"20_2","Rockpool","Green_algae",0
"20_2","Rockpool","Morula",0
"20_2","Rockpool","Nerita",6
"20_2","Rockpool","Patiriella",0
"20_2","Rockpool","Pyura",0
"20_2","Rockpool","Red_algae",0
"20_3","Emergent","Actinia",0
"20_3","Emergent","Austrocochlea",4
"20_3","Emergent","Barnacles",0
"20_3","Emergent","Bembicium",0
"20_3","Emergent","Brown_algae",80
"20_3","Emergent","Cellana",3
"20_3","Emergent","Green_algae",0
"20_3","Emergent","Morula",0
"20_3","Emergent","Nerita",0
"20_3","Emergent","Patiriella",0
"20_3","Emergent","Pyura",0
"20_3","Emergent","Red_algae",0
"20_4","Emergent","Actinia",0
"20_4","Emergent","Austrocochlea",0
"20_4","Emergent","Barnacles",0
"20_4","Emergent","Bembicium",0
"20_4","Emergent","Brown_algae",0
"20_4","Emergent","Cellana",8
"20_4","Emergent","Green_algae",5
"20_4","Emergent","Morula",0
"20_4","Emergent","Nerita",0
"20_4","Emergent","Patiriella",0
"20_4","Emergent","Pyura",0
"20_4","Emergent","Red_algae",0
"20_5","Emergent","Actinia",0
"20_5","Emergent","Austrocochlea",2
"20_5","Emergent","Barnacles",0
"20_5","Emergent","Bembicium",0
"20_5","Emergent","Brown_algae",30
"20_5","Emergent","Cellana",3
"20_5","Emergent","Green_algae",0
"20_5","Emergent","Morula",0
"20_5","Emergent","Nerita",0
"20_5","Emergent","Patiriella",0
"20_5","Emergent","Pyura",0
"20_5","Emergent","Red_algae",0
"21_1","Emergent","Actinia",0
"21_1","Emergent","Austrocochlea",2
"21_1","Emergent","Barnacles",0
"21_1","Emergent","Bembicium",0
"21_1","Emergent","Brown_algae",0
"21_1","Emergent","Cellana",21
"21_1","Emergent","Green_algae",0
"21_1","Emergent","Morula",0
"21_1","Emergent","Nerita",0
